name,category,state,district,description,lat,lng,image_url,tag,ai_description
Udaipur Koftgari Metal Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",24.5854,73.7125,,GI,
Bikaner Kashidakari Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",28.0229,73.3119,,GI,
Jodhpur Bandhej Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",26.2389,73.0243,,GI,
Bikaner Usta Kala Craft,Handicraft,Rajasthan,,"Geographical Indication (GI) registered traditional handicraft of Rajasthan, officially recognised under India's GI Registry (ipindia.gov.in).",28.0229,73.3119,,GI,
Salem Fabric,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.6643,78.146,,GI,
Kancheepuram Silk,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",12.8342,79.7036,,GI,
Madurai Sungudi,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.9252,78.1198,,GI,
Swamimalai Bronze Icons,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.1667,79.3167,,GI,
Temple Jewellery of Nagercoil,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",8.178,77.4346,,GI,
Arani Silk,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",12.6667,79.2833,,GI,
Kovai Kora Cotton Sarees,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.0168,76.9558,,GI,
Salem Silk know as Salem Venpattu,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.6643,78.146,,GI,
Thanjavur Doll,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787,79.1378,,GI,
Pattamadai Pai Pattamadai Mat,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",8.7333,77.5667,,GI,
Nachiarkoil Kuthuvilakku Nachiarkoil Lamp,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.9,79.4167,,GI,
Chettinad Kottan,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.1167,78.7167,,GI,
Thanjavur Veenai,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787,79.1378,,GI,
Kandangi Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Thanjavur Netti Works,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.787,79.1378,,GI,
Arumbavur Wood Carvings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",11.1167,78.5333,,GI,
Thirubuvanam Silk Sarees,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.9167,79.4833,,GI,
Karuppur Kalamkari Paintings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Kallakurichi Wood Carving,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Narasinghapettai Nagaswaram,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Dindigul Locks,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",10.3624,77.9695,,GI,
Myladi Stone Carvings,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Manamadurai Pottery,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.9252,78.1198,,GI,
Thaikkal Rattan Craft,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Jaderi Namakatti,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Negamam Cotton Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Chedibutta Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Vilachery Clay Toys,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",9.9,78.1167,,GI,
Thovalai Maanika Maalai,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Ambasamudram Choppu Saman Wooden Toys,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Woraiyur Cotton Saree,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Namakkal Maakkal Paattirangal,Handicraft,Tamil Nadu,,"Geographical Indication (GI) registered traditional handicraft of Tamil Nadu, officially recognised under India's GI Registry (ipindia.gov.in).",13.0827,80.2707,,GI,
Silver Filigree of Karimnagar,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",18.4386,79.1288,,GI,
Nirmal Toys and Craft,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.0967,78.3436,,GI,
Nirmal Furniture,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.0967,78.3436,,GI,
Nirmal Paintings,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.0967,78.3436,,GI,
Gadwal Sarees,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",16.2333,77.8,,GI,
Siddipet Gollabama,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",18.1019,78.8517,,GI,
Cheriyal Paintings,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.9,78.9333,,GI,
Pembarthi Metal Craft,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.9,79.0333,,GI,
Narayanpet Handloom Sarees,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",16.75,77.5,,GI,
Adilabad Dokra,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",19.664,78.532,,GI,
Warangal Durries,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.9689,79.5941,,GI,
Telia Rumal,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.385,78.4867,,GI,
Hyderabad Lac Bangles,Handicraft,Telangana,,"Geographical Indication (GI) registered traditional handicraft of Telangana, officially recognised under India's GI Registry (ipindia.gov.in).",17.385,78.4867,,GI,
Tripura Risa Textile,Handicraft,Tripura,,"Geographical Indication (GI) registered traditional handicraft of Tripura, officially recognised under India's GI Registry (ipindia.gov.in).",23.8315,91.2868,,GI,
Tripura Pachra-Rignai Textile,Handicraft,Tripura,,"Geographical Indication (GI) registered traditional handicraft of Tripura, officially recognised under India's GI Registry (ipindia.gov.in).",23.8315,91.2868,,GI,
Banaras Brocades And Sarees,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Hand Made Carpet of Bhadohi,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3933,82.5642,,GI,
Varanasi Glass Beads,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Khurja Pottery,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.8467,80.9462,,GI,
Saharanpur Wood Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",29.968,77.546,,GI,
Agra Durrie,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",27.1767,78.0081,,GI,
Banaras Gulabi Meenakari Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Banaras Metal Repouse Craft,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Varanasi Wooden Lacquerware & Toys,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Mirzapur Handmade Dari,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.1461,82.568,,GI,
Nizamabad Black Clay Pottery,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",18.6725,78.0941,,GI,
Gorakhpur Terracotta,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.7606,83.3732,,GI,
Banaras Zardozi,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Chunar Glaze Pottery,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.8467,80.9462,,GI,
Mirzapur Pital Bartan,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.1461,82.568,,GI,
Banaras Wood Carving,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
Banaras Hand Block Print,Handicraft,Uttar Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Uttar Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.3176,82.9739,,GI,
